precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude;CCAA
1.500 €/mes;Piso en Sardinero;/alquilar/piso-los_castros39005-35051145353_100500/;Los Castros (Santander);2 habs.;1 baño;61 m²;Bajo;En el sardinero de santander, a escasos 5 minutos de las playas se encuentra este fabuloso apartamento que se alquila en temporada...;43.4697088;-3.7915461;cantabria
A consultar;Piso en calle del Duque Santo Mauro, 11;/alquilar/piso-sardinero-23417479001_427100/;El Sardinero (Santander);2 habs.;2 baños;140 m²;Bajo;"Actualmente disponible:
A partir de 01/06/2024.
Junio 2.500€/mes 
Julio 3.500€/mes 
Agosto 4.500€/mes 
Septiembre 2.500€/mes 
En u...";43.469506246298;-3.7817097167806795;cantabria
A consultar;Apartamento en Avenida de los Derechos Humanos;/alquilar/apartamento-zona_playa-42524894207_501237/;Zona Playa (Laredo);2 habs.;1 baño;60 m²;5ª planta;"Alquilamos apartamento quincena o mes completo de junio a septiembre.
Residencia privada con parking y jardin comunitario en la zo...";43.408614574;-3.43065803;cantabria
3.200 €/mes;Piso en Centro;/alquilar/piso-laredo_centro39770-43403460022_106000/;Centro (Laredo);2 habs.;2 baños;;2ª planta;"¡Bonito apartamento en el centro de laredo y a escasos metros de la paya salvé!

Un apartamento moderno y funcional. Cuenta con do...";43.410932303;-3.414800789;cantabria
850 €/mes;Piso en calle Alta;/alquilar/piso-numancia_san_fernando39008-44232159102_103800/;Numancia-San Fernando (Santander);3 habs.;2 baños;110 m²;4ª planta;Cerca del hospital marqués de valdecilla, c/alta, alve alquila estupendo piso grande y espacioso,distribuido en 3 habitaciones, am...;43.4590262;-3.8170499;cantabria
750 €/mes;Piso en Paseo del General Dávila;/alquilar/piso-los_castros39007-42571190685_101800/;Los Castros (Santander);2 habs.;1 baño;55 m²;;Piso reformado en el grupo san francisco compuesto por 2 habitaciones, salón, cocina equipada y baño, calefacción individual, exte...;43.469097203;-3.795158709;cantabria
900 €/mes;Piso en calle de Rubio;/alquilar/piso-santander_centro_ayuntamiento39001-45011376555_108900/;Centro-Ayuntamiento (Santander);2 habs.;1 baño;75 m²;1ª planta;Distrito inmobiliario alquila de septiembre a junio en pleno centro de santander en calle peatonal, este luminoso piso.distribuido...;43.4622605;-3.813224;cantabria
2.300 €/mes;Piso en Avenida de la Reina Victoria;/alquilar/piso-puerto_chico39004-45076921817_108900/;Puerto Chico (Santander);2 habs.;2 baños;85 m²;1ª planta;Alquiler vacacional por quincenas. Distrito inmobiliario alquila piso en reina victoria para máximo de 4 personas.está distribuido...;43.4636181;-3.7900736;cantabria
875 €/mes;Ático en calle de Velázquez, 5;/alquilar/atico-brazomar39700-44213112358_100500/;Brazomar (Castro Urdiales);2 habs.;1 baño;72 m²;;"Precioso atico en castro-urdiales.

A 5 minutos de la playa de brazomar.

Zona residencial muy tranquila

Muy bien situado, próxim...";43.3729;-3.21692;cantabria
1.900 €/mes;Piso en calle de Peredo, 10;/alquilar/piso-noja_centro-45004817050_523850/;Centro (Noja);2 habs.;1 baño;76 m²;Bajo;Alquilo piso de 70 metros tiene 2 dormitorios, salón, cocina y baño. Balcón, exterior, soleado y luminoso, un segundo piso sin asc...;43.481564;-3.5246928;cantabria
900 €/mes;Piso en calle de Joaquín Costa;/alquilar/piso-santander_el_sardinero39005-23349094159_427100/;El Sardinero (Santander);3 habs.;2 baños;83 m²;5ª planta;A un paso de la playa. Fantástico apartamento en alquiler en pleno sardinero. **alquiler de temporada** disponible desde el 1 de s...;43.4695738;-3.7843533;cantabria
950 €/mes;Piso en calle de la Rúa, 26;/alquilar/piso-castro_urdiales_centro-45035818828_100500/;Centro (Castro Urdiales);2 habs.;1 baño;75 m²;2ª planta;En alquiler por temporadas, piso en el centro de castro urdiales, ubicado junto a la playa de ostende, puerto, iglesia de santa ma...;43.385;-3.21708;cantabria
